2.0000e+04;9.3405e+08;-3.5715e+08
5.0000e+04;7.9793e+07;2.8919e+08
1.0000e+05;-6.6860e+07;1.8849e+08
2.0000e+05;-1.6080e+08;1.1892e+08
5.0000e+05;3.4112e+07;-3.2332e+07
1.0000e+06;-2.0322e+06;-7.9958e+06
2.5000e+01;2.1832e+10;7.2352e+09
5.0000e+01;1.1402e+09;-1.4961e+08
6.0000e+01;-9.5097e+09;-6.4664e+09
1.0000e+02;-4.2254e+09;-9.0634e+09
1.2000e+02;4.3747e+08;1.8495e+10
2.0000e+02;-1.6169e+10;2.0361e+10
5.0000e+02;-4.9272e+09;1.4696e+10
1.0000e+03;-3.2010e+09;-3.9872e+10
2.0000e+03;-1.5492e+10;1.1000e+10
5.0000e+03;-1.6314e+10;-1.2414e+10
1.0000e+04;-1.6160e+09;-3.9848e+09
