1.0000e+06;9.9992e+01;-1.2566e+00
2.5000e+01;1.9920e+02;-2.0861e-01
5.0000e+01;1.9916e+02;3.3721e+00
6.0000e+01;1.9920e+02;-4.5197e-01
1.0000e+02;1.9919e+02;-7.6483e-01
1.2000e+02;1.9918e+02;-9.0385e-01
2.0000e+02;1.9915e+02;-1.4599e+00
5.0000e+02;1.9906e+02;-3.5788e+00
1.0000e+03;1.9852e+02;-7.0364e+00
2.0000e+03;1.9683e+02;-1.3695e+01
5.0000e+03;1.8758e+02;-3.0297e+01
1.0000e+04;2.8884e+02;-7.7558e+01
2.0000e+04;1.3540e+02;-4.5355e+01
5.0000e+04;1.0948e+02;-2.6849e+01
1.0000e+05;1.0311e+02;-1.4895e+01
2.0000e+05;1.0127e+02;-7.8277e+00
5.0000e+05;1.0045e+02;-3.0865e+00
